TuitionID,Tuition,PaymentStart,PaymentEnd,Service
501,19,3/3/2023,11/4/2023,Spanish
502,42,2/13/2023,11/1/2023,Spanish
503,26,6/18/2023,11/4/2023,Math
504,37,10/11/2023,11/1/2023,Biology
505,44,4/12/2023,11/2/2023,Math
506,10,9/25/2023,11/5/2023,Math
507,19,8/27/2023,11/1/2023,Chemistry
508,39,11/1/2023,11/1/2023,Biology
509,25,4/21/2023,11/4/2023,Chemistry
510,13,9/13/2023,11/2/2023,Biology
511,36,6/26/2023,11/3/2023,Math
512,48,1/26/2023,11/2/2023,Biology
513,29,10/18/2023,11/1/2023,Biology
514,10,2/22/2023,11/3/2023,Biology
515,28,3/4/2023,11/3/2023,Math
516,30,6/12/2023,11/3/2023,English
517,17,1/6/2023,11/3/2023,Chemistry
518,10,4/15/2023,11/4/2023,Math
519,39,7/20/2023,11/5/2023,English
520,18,1/6/2023,11/4/2023,Chemistry
521,35,6/10/2023,11/5/2023,Spanish
522,22,1/6/2023,11/1/2023,Chemistry
523,42,3/15/2023,11/5/2023,Spanish
524,13,3/31/2023,11/5/2023,English
525,35,10/6/2023,11/3/2023,Chemistry
526,24,2/18/2023,11/4/2023,Math
527,15,6/1/2023,11/1/2023,Chemistry
528,24,7/29/2023,11/3/2023,Chemistry
529,13,3/17/2023,11/4/2023,Biology
530,45,6/21/2023,11/3/2023,Math
531,33,2/17/2023,11/3/2023,Spanish
532,15,5/21/2023,11/4/2023,Spanish
533,20,8/8/2023,11/3/2023,Math
534,28,5/11/2023,11/4/2023,Chemistry
535,17,6/16/2023,11/2/2023,English
536,30,3/20/2023,11/2/2023,Chemistry
537,24,3/11/2023,11/3/2023,Chemistry
538,34,9/3/2023,11/2/2023,Chemistry
539,27,4/30/2023,11/1/2023,Chemistry
540,33,10/30/2023,11/3/2023,English
541,33,3/8/2023,11/4/2023,Biology
542,15,3/3/2023,11/1/2023,Spanish
543,18,9/4/2023,11/4/2023,Math
544,48,1/7/2023,11/1/2023,Biology
545,43,11/5/2023,11/5/2023,Biology
546,17,9/15/2023,11/1/2023,English
547,12,2/1/2023,11/2/2023,Chemistry
548,28,8/15/2023,11/5/2023,Chemistry
549,24,5/25/2023,11/2/2023,English
550,30,7/5/2023,11/1/2023,Spanish
551,10,6/12/2023,11/3/2023,Biology
552,24,8/9/2023,11/4/2023,Math
553,21,2/26/2023,11/3/2023,Biology
554,44,1/21/2023,11/5/2023,English
555,19,10/3/2023,11/5/2023,Chemistry
556,10,6/4/2023,11/5/2023,Spanish
557,21,6/2/2023,11/2/2023,Biology
558,22,7/9/2023,11/1/2023,Chemistry
559,30,5/22/2023,11/5/2023,English
560,35,8/26/2023,11/2/2023,English
561,12,5/11/2023,11/5/2023,Chemistry
562,35,3/22/2023,11/3/2023,Spanish
563,15,4/19/2023,11/2/2023,Math
564,35,3/30/2023,11/4/2023,Math
565,41,9/29/2023,11/3/2023,Spanish
566,44,2/19/2023,11/1/2023,Biology
567,31,3/24/2023,11/2/2023,Biology
568,31,2/20/2023,11/3/2023,Biology
569,49,7/15/2023,11/1/2023,Chemistry
570,36,8/11/2023,11/3/2023,Spanish
571,27,3/13/2023,11/2/2023,English
572,25,5/2/2023,11/1/2023,Math
573,49,9/24/2023,11/3/2023,Spanish
574,34,3/21/2023,11/2/2023,Chemistry
575,31,10/14/2023,11/4/2023,Chemistry
576,34,8/14/2023,11/1/2023,English
577,36,1/30/2023,11/1/2023,Biology
578,12,3/17/2023,11/1/2023,English
579,20,7/18/2023,11/3/2023,Chemistry
580,26,4/20/2023,11/1/2023,Biology
581,19,10/10/2023,11/5/2023,Math
582,45,3/8/2023,11/4/2023,Math
583,22,4/7/2023,11/2/2023,Spanish
584,45,3/14/2023,11/3/2023,English
585,15,7/24/2023,11/3/2023,English
586,18,8/26/2023,11/4/2023,Biology
587,50,4/26/2023,11/4/2023,Chemistry
588,35,2/23/2023,11/5/2023,Math
589,19,1/18/2023,11/2/2023,Biology
590,43,2/28/2023,11/2/2023,Chemistry
591,14,8/23/2023,11/4/2023,Biology
592,38,5/16/2023,11/3/2023,Math
593,13,4/29/2023,11/4/2023,Chemistry
594,13,6/8/2023,11/4/2023,Biology
595,45,5/1/2023,11/5/2023,Math
596,43,3/16/2023,11/4/2023,Biology
597,33,4/1/2023,11/3/2023,Biology
598,34,2/18/2023,11/2/2023,Biology
599,49,3/5/2023,11/3/2023,Spanish
600,37,3/14/2023,11/3/2023,Biology
601,42,6/27/2023,11/2/2023,Math
602,23,3/3/2023,11/1/2023,Spanish
603,21,5/8/2023,11/2/2023,Chemistry
604,31,8/7/2023,11/1/2023,Math
605,37,7/11/2023,11/4/2023,Biology
606,17,4/6/2023,11/2/2023,Biology
607,22,9/22/2023,11/5/2023,Math
608,34,4/25/2023,11/4/2023,Spanish
609,48,7/2/2023,11/1/2023,Math
610,43,10/28/2023,11/5/2023,Chemistry
611,16,6/5/2023,11/5/2023,Biology
612,21,10/30/2023,11/3/2023,Spanish
613,41,6/5/2023,11/5/2023,Math
614,35,6/27/2023,11/3/2023,Math
615,19,10/19/2023,11/4/2023,Spanish
616,12,10/1/2023,11/4/2023,Biology
617,30,6/19/2023,11/3/2023,English
618,40,1/17/2023,11/4/2023,Biology
619,32,3/12/2023,11/5/2023,English
620,28,1/29/2023,11/5/2023,Math
621,21,1/28/2023,11/4/2023,Biology
622,23,7/6/2023,11/4/2023,Chemistry
623,24,11/2/2023,11/2/2023,Biology
624,50,6/3/2023,11/5/2023,Chemistry
625,18,3/27/2023,11/1/2023,English
626,18,9/25/2023,11/4/2023,Spanish
627,32,2/24/2023,11/3/2023,Spanish
628,40,7/31/2023,11/1/2023,Math
629,49,5/10/2023,11/3/2023,Math
630,36,3/11/2023,11/3/2023,Spanish
631,31,6/7/2023,11/1/2023,Biology
632,19,7/11/2023,11/1/2023,Biology
633,34,8/24/2023,11/4/2023,Spanish
634,10,8/10/2023,11/5/2023,Biology
635,32,4/15/2023,11/4/2023,English
636,25,4/13/2023,11/3/2023,Chemistry
637,40,7/16/2023,11/1/2023,Spanish
638,27,7/29/2023,11/3/2023,Math
639,47,4/26/2023,11/4/2023,Chemistry
640,36,3/4/2023,11/2/2023,Biology
641,10,2/13/2023,11/3/2023,Spanish
642,50,9/16/2023,11/3/2023,Biology
643,29,2/24/2023,11/5/2023,Spanish
644,16,6/8/2023,11/3/2023,Chemistry
645,16,7/23/2023,11/1/2023,Math
646,42,9/1/2023,11/2/2023,Math
647,48,8/23/2023,11/1/2023,Spanish
648,36,2/20/2023,11/5/2023,Math
649,25,11/3/2023,11/5/2023,Biology
650,27,11/2/2023,11/1/2023,English
651,43,3/14/2023,11/4/2023,Spanish
652,22,5/10/2023,11/4/2023,Spanish
653,48,1/17/2023,11/2/2023,Biology
654,45,7/2/2023,11/4/2023,Math
655,43,10/20/2023,11/3/2023,Math
656,48,3/25/2023,11/1/2023,Chemistry
657,42,3/26/2023,11/1/2023,Math
658,28,5/24/2023,11/1/2023,Math
659,18,9/8/2023,11/4/2023,Math
660,44,6/9/2023,11/4/2023,Spanish
661,19,5/15/2023,11/4/2023,Chemistry
662,50,7/5/2023,11/3/2023,Biology
663,15,9/12/2023,11/1/2023,Math
664,32,6/12/2023,11/3/2023,Biology
665,12,7/22/2023,11/1/2023,Spanish
666,24,7/14/2023,11/4/2023,Spanish
667,48,10/8/2023,11/3/2023,Biology
668,29,5/9/2023,11/5/2023,Spanish
669,32,10/17/2023,11/1/2023,Spanish
670,38,10/3/2023,11/1/2023,Chemistry
671,28,5/11/2023,11/1/2023,Spanish
672,31,5/3/2023,11/1/2023,Spanish
673,50,5/4/2023,11/2/2023,English
674,14,7/12/2023,11/5/2023,Biology
675,43,1/30/2023,11/5/2023,Biology
676,13,9/24/2023,11/3/2023,Math
677,34,7/1/2023,11/3/2023,Math
678,13,2/9/2023,11/3/2023,Math
679,50,6/10/2023,11/3/2023,Spanish
680,46,8/25/2023,11/3/2023,Spanish
681,19,3/14/2023,11/3/2023,Biology
682,36,7/29/2023,11/2/2023,Chemistry
683,18,4/10/2023,11/3/2023,English
684,37,10/5/2023,11/1/2023,Math
685,49,6/21/2023,11/5/2023,Math
686,46,2/21/2023,11/3/2023,Spanish
687,43,1/3/2023,11/2/2023,Math
688,13,7/8/2023,11/2/2023,Biology
689,32,9/14/2023,11/5/2023,Spanish
690,46,2/24/2023,11/5/2023,Biology
691,40,5/25/2023,11/5/2023,Chemistry
692,39,6/20/2023,11/5/2023,Biology
693,29,3/1/2023,11/2/2023,Spanish
694,37,3/20/2023,11/4/2023,English
695,46,2/18/2023,11/5/2023,Spanish
696,28,2/4/2023,11/1/2023,English
697,42,7/24/2023,11/2/2023,Biology
698,49,9/6/2023,11/5/2023,Chemistry
699,47,4/11/2023,11/1/2023,Biology
700,42,10/2/2023,11/5/2023,Chemistry
701,38,5/23/2023,11/2/2023,Spanish
702,24,8/18/2023,11/1/2023,Spanish
703,41,2/18/2023,11/1/2023,English
704,37,8/25/2023,11/2/2023,Math
705,44,3/19/2023,11/1/2023,Math
706,33,2/11/2023,11/2/2023,Math
707,49,4/1/2023,11/1/2023,Math
708,39,7/8/2023,11/3/2023,English
709,16,1/1/2023,11/1/2023,Chemistry
710,39,8/21/2023,11/2/2023,Chemistry
711,42,1/2/2023,11/1/2023,Spanish
712,27,10/7/2023,11/3/2023,Spanish
713,39,10/11/2023,11/3/2023,Spanish
714,10,8/14/2023,11/3/2023,Biology
715,47,2/5/2023,11/1/2023,English
716,35,3/24/2023,11/5/2023,Chemistry
717,44,7/31/2023,11/2/2023,Chemistry
718,50,3/19/2023,11/3/2023,English
719,26,8/3/2023,11/1/2023,Spanish
720,42,6/28/2023,11/5/2023,Chemistry
721,40,8/5/2023,11/1/2023,Biology
722,46,10/25/2023,11/1/2023,Biology
723,20,1/9/2023,11/2/2023,Spanish
724,14,3/23/2023,11/5/2023,English
725,33,3/7/2023,11/1/2023,Biology
726,17,10/22/2023,11/4/2023,Chemistry
727,40,11/5/2023,11/3/2023,English
728,40,10/16/2023,11/5/2023,Spanish
729,16,3/5/2023,11/2/2023,Chemistry
730,45,1/26/2023,11/2/2023,Spanish
731,25,9/12/2023,11/3/2023,Biology
732,12,11/2/2023,11/1/2023,Spanish
733,44,6/25/2023,11/3/2023,Biology
734,42,8/4/2023,11/1/2023,Math
735,22,2/15/2023,11/5/2023,Biology
736,43,2/11/2023,11/4/2023,Spanish
737,47,8/22/2023,11/1/2023,Biology
738,43,6/5/2023,11/3/2023,Spanish
739,34,2/7/2023,11/5/2023,Chemistry
740,15,10/25/2023,11/2/2023,Biology
741,15,10/24/2023,11/1/2023,Biology
742,28,3/8/2023,11/4/2023,Spanish
743,17,10/28/2023,11/5/2023,Spanish
744,27,4/3/2023,11/4/2023,Chemistry
745,15,8/24/2023,11/3/2023,Chemistry
746,38,1/21/2023,11/4/2023,English
747,28,8/27/2023,11/2/2023,Spanish
748,13,1/22/2023,11/5/2023,Biology
749,39,7/25/2023,11/4/2023,English
750,26,1/26/2023,11/2/2023,Spanish
751,21,3/31/2023,11/4/2023,Spanish
752,17,11/5/2023,11/5/2023,English
753,10,10/4/2023,11/5/2023,Spanish
754,15,1/26/2023,11/2/2023,Math
755,43,8/29/2023,11/5/2023,Math
756,22,5/26/2023,11/5/2023,Spanish
757,26,3/2/2023,11/1/2023,Biology
758,47,6/24/2023,11/5/2023,English
759,45,9/23/2023,11/1/2023,Math
760,31,1/9/2023,11/1/2023,Math
761,21,10/7/2023,11/2/2023,Chemistry
762,45,3/30/2023,11/4/2023,Biology
763,47,10/31/2023,11/5/2023,Spanish
764,28,6/5/2023,11/3/2023,English
765,36,4/1/2023,11/1/2023,Chemistry
766,36,3/17/2023,11/1/2023,English
767,17,4/25/2023,11/5/2023,Spanish
768,43,1/7/2023,11/3/2023,Chemistry
769,20,10/1/2023,11/1/2023,Chemistry
770,12,9/28/2023,11/2/2023,Chemistry
771,13,10/21/2023,11/3/2023,Chemistry
772,21,3/10/2023,11/3/2023,English
773,26,5/29/2023,11/5/2023,Math
774,39,3/16/2023,11/2/2023,Biology
775,22,1/12/2023,11/3/2023,Math
776,18,8/28/2023,11/4/2023,Math
777,50,7/18/2023,11/5/2023,Chemistry
778,46,4/29/2023,11/2/2023,Chemistry
779,46,4/23/2023,11/3/2023,Biology
780,27,2/1/2023,11/2/2023,Biology
781,42,4/7/2023,11/2/2023,Chemistry
782,32,6/14/2023,11/4/2023,Math
783,31,5/10/2023,11/2/2023,Spanish
784,16,10/3/2023,11/2/2023,Chemistry
785,29,8/8/2023,11/3/2023,Chemistry
786,25,9/10/2023,11/4/2023,English
787,23,3/18/2023,11/5/2023,English
788,15,10/18/2023,11/4/2023,Spanish
789,25,8/17/2023,11/1/2023,English
790,43,1/23/2023,11/2/2023,Math
791,36,6/6/2023,11/4/2023,Math
792,21,4/15/2023,11/2/2023,Math
793,41,9/18/2023,11/2/2023,Spanish
794,20,2/21/2023,11/3/2023,Biology
795,41,1/27/2023,11/1/2023,English
796,12,1/12/2023,11/5/2023,Biology
797,14,6/29/2023,11/3/2023,Math
798,44,10/30/2023,11/1/2023,Chemistry
799,36,7/5/2023,11/2/2023,Chemistry
800,10,10/23/2023,11/1/2023,Spanish
801,12,4/14/2023,11/1/2023,Chemistry
802,21,4/4/2023,11/5/2023,Math
803,11,3/29/2023,11/4/2023,Spanish
804,43,4/1/2023,11/2/2023,Biology
805,47,8/13/2023,11/2/2023,Biology
806,29,10/6/2023,11/3/2023,Math
807,48,1/19/2023,11/2/2023,Chemistry
808,39,8/3/2023,11/1/2023,Biology
809,45,6/24/2023,11/4/2023,Biology
810,16,6/9/2023,11/2/2023,Math
811,35,5/31/2023,11/3/2023,Chemistry
812,50,10/22/2023,11/5/2023,Chemistry
813,18,5/24/2023,11/5/2023,English
814,18,3/19/2023,11/1/2023,Chemistry
815,34,6/19/2023,11/3/2023,English
816,50,10/12/2023,11/3/2023,English
817,45,4/4/2023,11/5/2023,English
818,13,10/9/2023,11/5/2023,Spanish
819,46,5/19/2023,11/4/2023,Biology
820,45,9/8/2023,11/1/2023,Biology
821,10,3/7/2023,11/2/2023,English
822,35,7/4/2023,11/4/2023,Biology
823,24,1/2/2023,11/1/2023,Biology
824,24,7/21/2023,11/4/2023,Math
825,19,10/2/2023,11/2/2023,Math
826,35,2/16/2023,11/2/2023,Biology
827,28,5/16/2023,11/1/2023,Math
828,33,8/16/2023,11/1/2023,Spanish
829,31,4/18/2023,11/5/2023,Spanish
830,47,6/17/2023,11/1/2023,English
831,39,4/8/2023,11/5/2023,Math
832,13,6/28/2023,11/2/2023,Biology
833,38,8/18/2023,11/1/2023,English
834,34,3/28/2023,11/1/2023,English
835,29,4/20/2023,11/2/2023,Chemistry
836,21,8/10/2023,11/4/2023,Chemistry
837,19,3/26/2023,11/3/2023,English
838,29,6/12/2023,11/4/2023,Spanish
839,49,3/30/2023,11/1/2023,Chemistry
840,40,6/21/2023,11/4/2023,Math
841,23,8/30/2023,11/5/2023,English
842,33,7/10/2023,11/2/2023,English
843,25,8/6/2023,11/2/2023,Chemistry
844,36,6/9/2023,11/1/2023,Math
845,20,3/17/2023,11/3/2023,Math
846,50,7/19/2023,11/3/2023,Math
847,30,5/10/2023,11/3/2023,Biology
848,12,6/6/2023,11/1/2023,Chemistry
849,25,1/24/2023,11/3/2023,Math
850,14,10/31/2023,11/3/2023,English
851,28,3/16/2023,11/1/2023,Chemistry
852,41,7/23/2023,11/4/2023,Math
853,44,10/18/2023,11/2/2023,Chemistry
854,13,4/23/2023,11/2/2023,Spanish
855,18,10/19/2023,11/1/2023,Math
856,37,10/17/2023,11/4/2023,Biology
857,37,5/9/2023,11/5/2023,Spanish
858,20,3/10/2023,11/3/2023,Biology
859,16,3/5/2023,11/2/2023,English
860,16,7/10/2023,11/3/2023,Math
861,26,10/7/2023,11/2/2023,Chemistry
862,35,10/30/2023,11/3/2023,Math
863,14,4/14/2023,11/3/2023,Biology
864,14,7/22/2023,11/4/2023,Math
865,43,3/30/2023,11/1/2023,Biology
866,19,3/14/2023,11/3/2023,Spanish
867,30,2/14/2023,11/4/2023,Biology
868,42,10/28/2023,11/4/2023,Biology
869,13,3/31/2023,11/2/2023,Math
870,41,2/6/2023,11/2/2023,English
871,21,3/8/2023,11/3/2023,Math
872,43,6/2/2023,11/3/2023,Math
873,20,2/17/2023,11/5/2023,Math
874,49,3/10/2023,11/2/2023,English
875,29,7/20/2023,11/2/2023,English
876,36,2/8/2023,11/1/2023,English
877,18,9/11/2023,11/1/2023,Chemistry
878,42,1/4/2023,11/4/2023,Math
879,17,2/25/2023,11/1/2023,Chemistry
880,44,9/6/2023,11/1/2023,Math
881,20,2/12/2023,11/4/2023,Chemistry
882,24,5/9/2023,11/4/2023,Math
883,36,4/13/2023,11/2/2023,English
884,11,10/27/2023,11/3/2023,Math
885,15,1/26/2023,11/1/2023,Spanish
886,12,11/2/2023,11/1/2023,Math
887,27,1/28/2023,11/1/2023,Chemistry
888,47,6/11/2023,11/3/2023,Biology
889,30,4/11/2023,11/3/2023,Biology
890,34,7/9/2023,11/4/2023,Math
891,36,6/8/2023,11/1/2023,Spanish
892,12,4/9/2023,11/4/2023,English
893,22,4/8/2023,11/5/2023,Math
894,35,8/30/2023,11/5/2023,Spanish
895,16,5/5/2023,11/1/2023,English
896,49,10/12/2023,11/1/2023,English
897,49,8/15/2023,11/2/2023,Chemistry
898,41,11/3/2023,11/2/2023,Math
899,11,9/21/2023,11/3/2023,Biology
900,11,1/9/2023,11/5/2023,English
901,22,4/26/2023,11/4/2023,Spanish
902,23,9/24/2023,11/5/2023,Chemistry
903,47,7/26/2023,11/3/2023,Biology
904,50,5/23/2023,11/4/2023,Spanish
905,39,8/11/2023,11/1/2023,Math
906,46,8/4/2023,11/5/2023,English
907,26,5/26/2023,11/3/2023,Math
908,48,4/9/2023,11/1/2023,English
909,14,1/22/2023,11/5/2023,Math
910,41,7/16/2023,11/2/2023,Math
911,46,7/9/2023,11/1/2023,Spanish
912,23,7/15/2023,11/3/2023,Math
913,50,3/30/2023,11/3/2023,Spanish
914,26,7/6/2023,11/5/2023,English
915,41,2/15/2023,11/1/2023,Chemistry
916,50,1/21/2023,11/2/2023,Spanish
917,36,2/12/2023,11/4/2023,English
918,23,5/30/2023,11/3/2023,Spanish
919,46,7/1/2023,11/4/2023,English
920,36,9/3/2023,11/5/2023,English
921,39,3/24/2023,11/5/2023,Biology
922,40,1/4/2023,11/5/2023,English
923,31,10/19/2023,11/2/2023,English
924,19,9/6/2023,11/4/2023,Biology
925,24,8/1/2023,11/2/2023,Math
926,12,7/5/2023,11/5/2023,Spanish
927,37,5/2/2023,11/2/2023,Math
928,25,3/13/2023,11/1/2023,Chemistry
929,24,5/23/2023,11/5/2023,Spanish
930,28,9/5/2023,11/1/2023,Biology
931,47,1/14/2023,11/2/2023,Biology
932,12,7/6/2023,11/5/2023,English
933,10,10/14/2023,11/2/2023,Biology
934,27,10/24/2023,11/3/2023,Math
935,38,9/13/2023,11/5/2023,Spanish
936,22,7/26/2023,11/3/2023,Biology
937,20,10/21/2023,11/1/2023,Biology
938,31,5/19/2023,11/5/2023,Spanish
939,36,9/18/2023,11/2/2023,Biology
940,19,10/10/2023,11/2/2023,Biology
941,37,5/19/2023,11/5/2023,Chemistry
942,42,5/21/2023,11/1/2023,Spanish
943,13,7/8/2023,11/5/2023,Spanish
944,36,2/17/2023,11/2/2023,Biology
945,49,10/15/2023,11/2/2023,Spanish
946,28,9/1/2023,11/3/2023,Chemistry
947,45,5/14/2023,11/3/2023,Biology
948,44,6/6/2023,11/1/2023,Biology
949,28,10/4/2023,11/1/2023,English
950,30,1/23/2023,11/4/2023,Chemistry
951,30,2/13/2023,11/2/2023,Chemistry
952,18,1/3/2023,11/1/2023,Spanish
953,15,10/20/2023,11/4/2023,Spanish
954,43,10/19/2023,11/4/2023,English
955,10,4/14/2023,11/5/2023,Math
956,49,4/12/2023,11/5/2023,English
957,41,6/4/2023,11/1/2023,English
958,36,7/27/2023,11/3/2023,Chemistry
959,21,1/13/2023,11/4/2023,English
960,12,6/12/2023,11/1/2023,English
961,27,7/23/2023,11/4/2023,Math
962,45,3/24/2023,11/4/2023,English
963,30,9/15/2023,11/2/2023,Spanish
964,28,5/15/2023,11/2/2023,Chemistry
965,13,9/16/2023,11/1/2023,Biology
966,12,4/11/2023,11/1/2023,Chemistry
967,19,3/23/2023,11/3/2023,Math
968,15,8/4/2023,11/2/2023,Biology
969,49,9/6/2023,11/1/2023,Math
970,13,9/30/2023,11/2/2023,Chemistry
971,40,10/27/2023,11/2/2023,English
972,15,5/6/2023,11/4/2023,Chemistry
973,24,3/30/2023,11/1/2023,Spanish
974,32,11/2/2023,11/4/2023,Chemistry
975,34,5/13/2023,11/2/2023,Biology
976,19,1/20/2023,11/3/2023,Chemistry
977,32,1/6/2023,11/5/2023,Math
978,44,7/5/2023,11/3/2023,Math
979,33,4/8/2023,11/2/2023,English
980,28,3/11/2023,11/2/2023,Spanish
981,46,8/27/2023,11/4/2023,English
982,40,6/8/2023,11/3/2023,Chemistry
983,23,5/5/2023,11/4/2023,Biology
984,13,4/14/2023,11/1/2023,Spanish
985,49,3/20/2023,11/1/2023,Biology
986,18,5/27/2023,11/2/2023,Biology
987,33,4/27/2023,11/5/2023,Spanish
988,26,8/19/2023,11/4/2023,Math
989,34,4/3/2023,11/1/2023,Chemistry
990,25,9/15/2023,11/1/2023,Math
991,38,2/12/2023,11/3/2023,Math
992,44,3/24/2023,11/4/2023,Chemistry
993,28,10/18/2023,11/1/2023,Biology
994,10,2/15/2023,11/3/2023,Spanish
995,21,7/4/2023,11/5/2023,Chemistry
996,36,9/29/2023,11/4/2023,Spanish
997,29,7/11/2023,11/5/2023,Chemistry
998,35,4/21/2023,11/4/2023,English
999,47,8/22/2023,11/4/2023,Biology
1000,14,5/12/2023,11/1/2023,Spanish
